NAME,Median Age by Sex,Total Population,White,Black/African American,American Indian/Alaskan,Asian,Hawaiian/Pacific Islander,Some Other Race,Two or More Races,Male,Female,Never Married,Now Married,Widowed,Divorced,"12th Grade, No Diploma",High School Diploma,GED,Some College <1 Year,Some College >1 Year,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate,Median Income,Population Below Poverty Line,Disabled Population,Total Income 10k(%),Total Income 10k-15k(%),Total Income 15k-25k(%),Total Income 25k-35k(%),Total Income 35k-50(%),Total Income 50k-75k(%),Total Income 75k-100k(%),Total Income 100k-150k(%),Total Income 150k-200k(%),Total Income >200k(%),Income Category,Poverty Rate (%),Poverty Rate Classification,Total Degrees,Degree Percentage (%),Degree Attainment,POC Population (%),POC Population Category,White Population (%),Black/African American Population (%),Asian Population (%),Hawaiian/Pacific Islander Population (%),American Indian/Alaskan Population (%),Some Other Race Population (%),Two or More Races Population (%),Disabled Population (%),Disabled Population Category,state,county
"Adams County, Mississippi",41.5,29425,11452,15707,57,264,0,1226,719,13867,15558,17818,9764,1673,2995,234,5677,1037,760,3357,1803,2428,1207,198,286,37271,7461,4139,13.8,8.2,14.1,11.8,14,13.1,11.3,8,2.8,2.8,Low,25.355989804587935,High Poverty,4119,13.998300764655905,Low Degree Attainment,61.080713678844525,High,38.919286321155475,53.37977909940527,0.897196262,0,0.1937128292268479,4.166525063721325,2.443500424808836,14.066270178419712,Low,28,1
"Alcorn County, Mississippi",40.1,34717,28217,3357,124,139,44,830,2006,16911,17806,19462,9985,2334,4480,433,6195,2005,1317,3731,2224,2716,1096,326,102,47716,5791,7715,7.2,8.5,13.4,10.2,13.1,19,10,11,5,2.6,Low,16.680588760549586,Low Poverty,4240,12.213036840740847,Low Degree Attainment,18.596076849958234,Medium,81.27718409,9.669614309992221,0.40038021718466454,0.12673906155485784,0.35717371892732663,2.390759570239364,5.778149033614656,22.22254227035746,Medium,28,3
"Amite County, Mississippi",48.2,12683,7348,5101,18,4,0,28,184,5948,6735,6717,3920,1014,1093,142,3339,521,590,1532,1170,403,354,57,30,34866,3398,3471,10.1,12.2,19.6,8.4,15.2,15.8,7.1,6.1,2.7,2.9,Low,26.79176850902783,High Poverty,844,6.654576992825041,Low Degree Attainment,42.06418039895924,High,57.93581960104076,40.219191043128596,0.03153828,0,0.1419222581408184,0.22076795710793976,1.4507608609950329,27.36734211148782,High,28,5
"Attala County, Mississippi",39.1,17842,9480,7528,21,47,0,173,593,8537,9305,9877,5525,1282,1876,364,3159,1141,695,1677,1280,1345,476,65,10,42680,4103,3296,9.2,10.3,10,15.2,13.8,12.8,6.1,13.4,5.9,3.1,Low,22.996300863131935,High Poverty,1896,10.62661136643874,Low Degree Attainment,46.866943167806305,High,53.13305683,42.19257930725255,0.2634233830288084,0,0.11769980943840377,0.96962224,3.3236184284273067,18.47326532899899,Medium,28,7
"Benton County, Mississippi",41.7,7637,4645,2544,0,30,5,157,256,3780,3857,3894,2784,542,765,81,1573,257,366,988,446,331,175,67,23,38750,1328,1692,8.6,6.1,17.3,10.7,17.3,17.3,9.4,9.1,1.2,3,Low,17.389027104884118,Low Poverty,596,7.804111562131727,Low Degree Attainment,39.112216839072936,High,60.82231242634543,33.311509755139454,0.39282440748985203,0.065470735,0,2.055781065863559,3.3521016105800707,22.155296582427656,Medium,28,9
"Bolivar County, Mississippi",36.6,30688,9533,19406,4,246,0,446,1053,14462,16226,18314,9995,2070,2711,436,3872,1212,1011,2742,2204,3006,1500,697,245,37845,9054,5236,10.7,12,13.4,11.3,13.5,13.4,8.9,9.7,2,5,Low,29.50338895,High Poverty,5448,17.75286757038582,Medium Degree Attainment,68.93574035453598,High,31.064259645464027,63.23644421272159,0.8016162669447342,0,0.013034410844629822,1.453336809176225,3.431308654848801,17.062043795620436,Medium,28,11
"Calhoun County, Mississippi",42.8,13193,8449,3746,0,0,0,791,207,6523,6670,7226,4235,1005,1203,232,2657,551,604,1219,1068,699,344,2,54,44505,2426,2869,4.5,8.7,15.1,11.8,15.4,19.9,11,10.7,1.8,1.1,Low,18.38853937694232,Low Poverty,1099,8.330175093,Low Degree Attainment,35.95846282119305,High,64.04153717880693,28.393845220950503,0,0,0,5.995603729250361,1.569013870992193,21.74638066,Medium,28,13
"Carroll County, Mississippi",45.5,9930,6290,3557,0,0,0,0,83,5307,4623,5613,3294,805,944,123,2012,297,349,1026,811,1043,203,75,9,42285,2084,2001,5.2,12.3,14,10,11.8,15.5,10.7,11.5,7.6,1.5,Low,20.986908358509567,High Poverty,1330,13.39375629405841,Low Degree Attainment,36.656596173212485,High,63.343403826787515,35.82074521651561,0,0,0,0,0.8358509566968781,20.15105740181269,Medium,28,15
"Chickasaw County, Mississippi",39.3,17024,8557,7517,5,30,0,576,339,8270,8754,9303,5324,977,1513,422,3097,775,788,1577,1190,963,231,43,56,40224,4392,2954,9.9,11.8,13.4,10.2,17.3,13.2,10.2,10.1,3.1,0.9,Low,25.798872180451127,High Poverty,1293,7.595159774,Low Degree Attainment,49.735667293233085,High,50.264332706766915,44.15531015037594,0.1762218045112782,0,0.029370301,3.3834586466165413,1.9913063909774436,17.351973684210524,Medium,28,17
"Choctaw County, Mississippi",43,8208,5536,2397,9,35,0,112,119,4080,4128,4405,2640,621,605,190,1971,425,422,575,616,576,302,17,103,41887,1543,2033,4.5,8.5,17.1,11.6,13.2,16.3,11.7,13.2,1.6,2.5,Low,18.798732943469787,Low Poverty,998,12.1588694,Low Degree Attainment,32.553606237816766,High,67.44639376218323,29.203216374269005,0.42641325536062374,0,0.10964912280701754,1.364522417153996,1.4498050682261208,24.76851851851852,Medium,28,19
"Claiborne County, Mississippi",33.9,9044,1008,7763,0,11,0,6,256,4405,4639,5888,3437,467,549,94,1408,96,306,898,356,432,483,188,38,34282,2419,1103,12.4,9.9,17.2,12.5,14.7,16,9,5,2.3,1.1,Low,26.747014595311807,High Poverty,1141,12.616099071207431,Low Degree Attainment,88.85448916408669,High,11.145510835913312,85.83591331,0.12162759840778417,0,0,0.066342326,2.8306059265811587,12.19593100398054,Low,28,21
"Clarke County, Mississippi",42.1,15553,9861,5342,11,13,0,3,323,7289,8264,8732,4936,864,1592,129,3053,807,819,1722,1451,922,335,74,33,46329,3176,4042,10.5,9.2,11,11.2,9.3,18.4,11.3,10.8,4.9,3.3,Low,20.420497653185883,High Poverty,1364,8.770012216292676,Low Degree Attainment,36.597441008165625,High,63.40255899183437,34.347071304571465,0.08358516,0,0.070725905,0.019288883173664246,2.0767697550311834,25.988555262650294,High,28,23
"Clay County, Mississippi",39.5,18598,7075,11161,4,7,0,0,351,8803,9795,10747,6065,1080,1623,351,3330,916,529,1729,1601,1443,579,169,102,37412,4214,1478,11,8.7,11.9,15.5,13.8,15.3,12.8,7.1,2.2,1.7,Low,22.65835036025379,High Poverty,2293,12.32928271857189,Low Degree Attainment,61.95827508334229,High,38.04172491665771,60.01182922894935,0.037638455747929886,0,0.021507688998817078,0,1.8872997096461988,7.947091085,Low,28,25
"Coahoma County, Mississippi",35.7,21264,4206,16148,74,40,0,37,759,9982,11282,12600,7299,1353,1635,242,2256,1009,887,2468,1609,1699,835,109,48,36075,7623,3091,11.1,11.4,16.5,9.2,15.5,13.8,12.1,6.4,1.2,2.9,Low,35.84932279909707,High Poverty,2691,12.655191873589164,Low Degree Attainment,80.22009029345372,High,19.779909706546274,75.94055681,0.18811136192626035,0,0.3480060195635816,0.1740030097817908,3.5694130925507905,14.536305492851767,Low,28,27
"Copiah County, Mississippi",39.6,28210,12424,14400,5,53,0,704,624,13135,15075,16571,8987,1597,2432,371,4679,1225,1012,2718,2140,2874,779,216,85,46889,6353,4263,9.7,5.4,11.8,9.6,16.3,14.7,9.7,11.7,7.1,3.8,Low,22.52038284296349,High Poverty,3954,14.016306274370791,Low Degree Attainment,55.958879829847575,High,44.041120170152425,51.04572846508331,0.18787663948954272,0,0.017724211,2.4955689471818503,2.2119815668202767,15.11166253101737,Medium,28,29
"Covington County, Mississippi",37.8,18323,11101,6394,123,22,32,19,632,9001,9322,10100,5480,1004,1776,273,3196,739,705,2030,1511,1336,453,48,77,40164,4251,3280,9.3,12.2,13.7,7.2,16.3,13.8,7.8,12.5,4.5,2.7,Low,23.200349287780387,High Poverty,1914,10.44588768214812,Low Degree Attainment,39.24029907766196,High,60.58505703214539,34.89603230911968,0.12006767450744966,0.17464389019265406,0.671287453,0.10369480980188833,3.449216831304917,17.90099874474704,Medium,28,31
"DeSoto County, Mississippi",37.1,186214,114180,57584,322,2384,11,4566,7167,90194,96020,99646,61570,7886,17174,1547,29380,5902,8704,20292,13778,22045,9043,1452,1059,79666,18083,22055,3.9,2.4,6.7,6.8,10.1,17.3,15.4,20.1,9.9,7.4,High,9.710870289022308,Low Poverty,33599,18.043219092012418,Medium Degree Attainment,38.67754304187655,High,61.31654978,30.92356106,1.2802474572266318,0.005907182,0.1729193293737313,2.452017571181544,3.848797619942647,11.843900028998894,Low,28,33
"Forrest County, Mississippi",31.9,77917,45305,28140,81,726,208,317,3140,36624,41293,46678,26942,3598,6776,800,10454,1923,2882,8026,5463,7234,4381,1113,813,49340,16868,15558,6.9,7.9,12.4,10,13.3,18.2,11.9,10.4,4.7,4.4,Low,21.648677438813095,High Poverty,13541,17.378749181821682,Medium Degree Attainment,41.58784347446642,High,58.14520579591104,36.11535352,0.9317607197402364,0.26695072962254707,0.10395677451647264,0.40684317928051644,4.029929283724989,19.967401208978785,Medium,28,35
"Franklin County, Mississippi",42.7,7690,4809,2749,9,0,0,20,103,3870,3820,4183,2505,574,823,50,1334,316,395,913,606,621,200,37,8,43942,1805,1839,7,9.1,17.5,11.2,10.9,17.6,10.2,8.1,3.2,5.1,Low,23.472041612483746,High Poverty,866,11.261378413524058,Low Degree Attainment,37.46423927178154,High,62.53576072821847,35.74772431729519,0,0,0.11703511053315993,0.26007802340702213,1.3394018205461637,23.914174252275682,Medium,28,37
"George County, Mississippi",36.4,24547,21705,1888,58,159,0,31,706,12440,12107,11949,7092,1047,2675,276,4282,1564,1301,2270,1893,1891,531,131,34,51349,4986,4860,8.4,5.6,11.3,8.8,15.1,16.5,12.6,13.4,5.1,3.3,Low,20.312054426202796,High Poverty,2587,10.538966065099604,Low Degree Attainment,11.577789546584103,Medium,88.42221045,7.691367580559742,0.6477369943373935,0,0.23628141931804295,0.1262883448079195,2.8761152075610052,19.79875341182222,Medium,28,39
"Greene County, Mississippi",39.7,13672,9781,3478,96,1,0,52,264,8378,5294,7495,3460,846,1881,87,2649,1177,768,1634,762,723,281,134,0,50000,1824,2432,10.1,6.2,12.4,11.2,10.1,19.5,10.3,13.3,3.5,3.5,Low,13.34113516676419,Low Poverty,1138,8.323581041544763,Low Degree Attainment,28.459625511995316,High,71.54037448800467,25.43885313048567,0.007314219,0,0.7021650087770626,0.3803393797542422,1.930953774136922,17.788180222352253,Medium,28,41
"Grenada County, Mississippi",38.4,21474,11079,9645,14,31,0,150,555,10391,11083,12274,5878,1430,2345,383,3084,1577,860,1814,1440,1936,1010,254,31,45745,4669,4223,10,7.2,10.4,13.2,12.2,18.2,9.1,11.5,4.2,4.1,Low,21.74257241315079,High Poverty,3231,15.046102263202012,Medium Degree Attainment,48.407376362112316,High,51.592623637887684,44.914780664990225,0.1443606221477135,0,0.06519512,0.6985191394244202,2.5845208158703548,19.665642171928845,Medium,28,43
"Hancock County, Mississippi",45.4,46010,39253,3182,387,224,0,440,2524,22379,23631,24461,15085,2992,5275,364,8072,2077,2536,5869,3647,4431,2832,555,378,63623,6263,8400,5.7,4.7,8.2,6.6,14.4,17.3,11.9,18.4,6.9,5.8,Medium,13.6122582,Low Poverty,8196,17.813518800260812,Medium Degree Attainment,14.685937839600086,Medium,85.31406216039991,6.915887850467289,0.48685068463377523,0,0.8411214953271028,0.9563138448163443,5.485763964355575,18.25690067376657,Medium,28,45
"Harrison County, Mississippi",37.6,208748,135147,51802,532,4890,162,3062,13153,102341,106407,115618,64945,11064,22525,3147,30629,9421,10613,22074,17305,21413,10245,1919,1157,55211,37450,37297,6.8,5.1,9.8,10.1,13.9,17.6,11.9,14.6,5.6,4.7,Medium,17.94029164351275,Low Poverty,34734,16.639201333665472,Medium Degree Attainment,35.180696342000886,High,64.74169812405388,24.815567095253606,2.3425374135321055,0.077605534,0.2548527411041064,1.4668404008661162,6.300898691244947,17.86699752812003,Medium,28,47
"Hinds County, Mississippi",36.1,226541,54389,165118,397,1694,22,1121,3800,106310,120231,135876,78565,12681,19648,2139,27953,6006,9240,26913,14994,26376,13704,3271,2919,48596,45809,32760,8,6.7,11.1,11,14.1,18.1,11.6,11.2,4.1,4.2,Low,20.221063736807025,High Poverty,46270,20.424558909866207,Medium Degree Attainment,75.98183110342057,High,24.008457630186147,72.88658565116248,0.7477675122825449,0.009711266,0.175244216,0.4948331648575754,1.6774005588392389,14.460958501993016,Low,28,49
"Holmes County, Mississippi",35.5,16848,2549,13980,23,33,0,0,263,8123,8725,10305,5668,946,1267,195,3218,616,624,2018,648,1149,330,52,54,28818,5598,5337,21.4,13,10.4,11.6,13.6,10.8,8.9,5.3,2,3,Low,33.22649572649573,High Poverty,1585,9.407644824311491,Low Degree Attainment,84.87060778727445,High,15.129392212725545,82.97720797720798,0.19586894586894588,0,0.1365147198480532,0,1.5610161443494777,31.677350427350426,High,28,51
"Humphreys County, Mississippi",38.4,7744,1547,6103,7,13,17,5,52,3538,4206,4785,2464,699,643,184,1088,371,277,632,487,469,405,67,6,31907,2453,2116,7.2,12.5,20.4,14.1,13.9,12.3,6.5,5.8,2.9,4.5,Low,31.676136363636363,High Poverty,947,12.228822314049587,Low Degree Attainment,79.80371900826447,High,19.976756198347108,78.80940082644628,0.1678719008264463,0.21952479338842976,0.090392562,0.064566116,0.6714876033057852,27.32438016528926,High,28,53
"Issaquena County, Mississippi",43.1,1206,332,849,0,0,0,12,13,773,433,770,287,133,169,22,307,111,45,99,57,30,23,0,1,17900,176,322,9.4,24.2,24.2,7.1,0,25.3,2,6.9,0.5,0.3,Poverty,14.593698175787729,Low Poverty,54,4.477611940298507,Low Degree Attainment,72.47097844,High,27.52902155887231,70.39800995024875,0,0,0,0.9950248756218906,1.077943615257048,26.69983416252073,High,28,55
"Itawamba County, Mississippi",39.9,23888,21470,1439,89,49,6,193,642,11861,12027,12720,7618,1591,2923,363,3979,1582,1028,3051,1556,1438,769,117,117,57252,2324,3510,3.7,6.1,9.6,11.2,14.8,15.3,16.6,17.6,3,2,Medium,9.728734092431345,Low Poverty,2441,10.218519758874749,Low Degree Attainment,10.097119892833222,Medium,89.87776289,6.023945077026122,0.2051239115874079,0.025117214,0.37257200267916946,0.8079370395177495,2.6875418620227727,14.693569993302077,Low,28,57
"Jackson County, Mississippi",39.4,143721,99283,29367,367,3415,29,4937,6323,71078,72643,78973,46022,8714,14376,1881,20911,6458,8263,16999,11744,15190,5765,1410,954,60045,22256,29030,6.8,5.7,8.2,9,12.7,17.6,14.5,14.3,6.1,5.3,Medium,15.485558825780505,Low Poverty,23319,16.225186298453252,Medium Degree Attainment,30.899451019683973,High,69.08037099658367,20.433339595466215,2.3761315326222334,0.020177983732370355,0.25535586309585934,3.435127782,4.3994962461992335,20.198857508645222,Medium,28,59
"Jasper County, Mississippi",41.5,16320,7207,8919,0,2,0,0,192,8167,8153,9020,4876,1367,1769,227,4461,462,648,1685,1091,1213,354,99,21,43914,2785,3152,8.8,6.2,14.4,9.5,16.4,15.1,12,12.6,3.1,2,Low,17.064950980392158,Low Poverty,1687,10.337009803921568,Low Degree Attainment,55.83946078431372,High,44.16053921568627,54.650735294117645,0.012254901960784314,0,0,0,1.1764705882352942,19.31372549019608,Medium,28,61
"Jefferson County, Mississippi",41.3,7207,946,5697,17,33,0,14,500,3448,3759,4587,2355,657,550,99,1165,336,201,858,205,519,385,31,37,31544,2139,974,14.1,3.5,20.8,16,15.7,11.1,4.6,8.6,2,3.5,Low,29.679478285000695,High Poverty,972,13.486887748022754,Low Degree Attainment,86.87387262383794,High,13.126127376162064,79.04814763424449,0.4578881642847232,0,0.23588178160122106,0.1942555848480644,6.937699458859442,13.514638545858194,Low,28,63
"Jefferson Davis County, Mississippi",44.5,11291,4257,6889,0,11,0,0,134,5386,5905,6623,3694,905,1075,78,2571,668,482,1177,860,567,453,102,21,36473,2579,2380,6.7,10.3,18.7,12.4,10.9,14,9.9,12.6,2.9,1.5,Low,22.841200956514037,High Poverty,1143,10.123106899300327,Low Degree Attainment,62.29740501284209,High,37.70259498715791,61.01319635107608,0.097422726,0,0,0,1.1867859357010009,21.07873527588345,Medium,28,65
"Jones County, Mississippi",37.7,67152,44638,19576,386,213,0,860,1479,32780,34372,36118,21384,4361,5417,946,10598,3332,2805,7441,4686,5519,2755,633,249,49451,13933,10835,7.5,6.2,13.3,11.1,12.5,16.3,11.9,13.6,4.5,3.1,Low,20.74845127472004,High Poverty,9156,13.634739099356683,Low Degree Attainment,33.526923993328566,High,66.47307600667143,29.151775077436266,0.31719085060757685,0,0.5748153442935431,1.2806766738146296,2.202466047176555,16.135036931141293,Medium,28,67
"Kemper County, Mississippi",39.7,8980,3023,5552,341,3,0,28,33,4614,4366,5529,3198,330,871,228,1691,250,311,872,639,492,357,78,54,42947,1778,1835,11.8,6,15.4,6.7,21.1,16.3,8.9,6.1,4.7,3,Low,19.79955456570156,Low Poverty,981,10.924276169265033,Low Degree Attainment,66.33630289532294,High,33.66369710467706,61.82628062360802,0.033407572,0,3.797327394209354,0.311804009,0.3674832962138085,20.434298440979955,Medium,28,69
"Lafayette County, Mississippi",30.7,56172,39722,13142,48,1276,0,548,1436,27066,29106,36501,19637,2066,4680,465,5652,1310,1775,3464,2871,7803,3995,1059,1695,59748,9967,5293,8.3,5.5,8.4,6.9,13.2,17.9,10.7,13,8.2,8.1,Medium,17.74371573025707,Low Poverty,14552,25.906145410524818,High Degree Attainment,29.28505305134231,High,70.71494695,23.395998006124046,2.271594388663391,0,0.085451827,0.9755750195827103,2.5564338104393647,9.422844121626433,Low,28,71
"Lamar County, Mississippi",37.3,64425,47873,13481,153,781,0,406,1731,30879,33546,34463,21417,2512,4781,586,9310,1956,2319,6966,4397,9135,3832,879,710,67972,10759,9233,7.1,3.1,7.1,7.3,10.3,19.3,12.6,16.5,8,8.7,Medium,16.700038804811797,Low Poverty,14556,22.593713620488938,Medium Degree Attainment,25.69188979,High,74.30811021,20.92510671323244,1.2122623205277454,0,0.23748544819557627,0.6301901435778037,2.6868451688009314,14.33139309,Low,28,73
"Lauderdale County, Mississippi",38.5,72741,38257,31617,87,540,11,631,1598,35314,37427,40868,22954,4542,7485,1905,11255,2327,3482,7957,6510,6411,2600,767,323,45649,17290,12442,10.3,8.1,13.9,9.1,12.5,16.4,9.4,12.2,4.8,3.3,Low,23.769263551504654,High Poverty,10101,13.886253969563246,Low Degree Attainment,47.39142986761249,High,52.59344798669251,43.46517094898338,0.7423598795727306,0.015122146,0.11960242504227327,0.8674612666859131,2.1968353473281916,17.104521521562805,Medium,28,75
"Lawrence County, Mississippi",41.1,11933,7656,3755,40,25,0,236,221,5840,6093,6178,4292,842,894,179,2703,373,342,1217,945,601,448,41,34,41096,2683,3256,7.9,9.3,10.5,11.2,18.9,18.1,9.2,8.3,3.6,2.9,Low,22.483868264476662,High Poverty,1124,9.419257521159809,Low Degree Attainment,35.841783290036034,High,64.15821670996397,31.467359423447583,0.20950305874465766,0,0.33520489399145226,1.9777088745495683,1.8520070393027739,27.285678370904215,High,28,77
"Leake County, Mississippi",40.5,21335,10314,8483,1234,96,0,811,397,10586,10749,11978,6697,1499,2086,469,4366,921,848,1949,1229,1448,888,46,69,46669,4335,4845,8,6.5,14.1,10.9,15.7,16.2,12.7,10,2,3.9,Low,20.318725099601593,High Poverty,2451,11.488164987110382,Low Degree Attainment,51.65690180454652,High,48.34309819545348,39.76095617529881,0.4499648464963675,0,5.783923131,3.8012655261307713,1.8607921256151863,22.709163346613543,Medium,28,79
"Lee County, Mississippi",37.4,83343,53608,24847,106,858,166,1989,1769,39817,43526,44931,26542,3708,7981,1150,11461,3491,3238,8656,5820,10079,3844,1139,630,64479,11039,11457,4.9,5.3,9.8,9,11.7,15.3,15.3,16.9,5.7,6.1,Medium,13.245263549428266,Low Poverty,15692,18.828215926952474,Medium Degree Attainment,35.47868447260118,High,64.32213863,29.812941698762945,1.0294805802526907,0.1991768954801243,0.1271852465114047,2.3865231633130555,2.122553783761084,13.746805370577015,Low,28,81
"Leflore County, Mississippi",34.4,27920,6027,20841,16,97,0,593,346,13124,14796,17224,8539,1827,2063,202,4763,1130,824,2867,1550,1640,1268,319,119,33115,8524,3666,13.1,11.7,14.3,13.9,11.3,10.2,11,6.6,4.1,3.9,Low,30.53008595988539,High Poverty,3346,11.984240687679083,Low Degree Attainment,78.41332378223495,High,21.586676217765046,74.64541547277938,0.3474212034383954,0,0.05730659,2.1239255014326646,1.2392550143266476,13.130372492836676,Low,28,83
"Lincoln County, Mississippi",40.7,34855,23670,10547,0,192,0,14,432,16669,18186,19394,11914,1863,2590,320,7377,1699,1275,3305,2632,2960,1392,144,89,47069,7675,5126,10.7,6.9,12.2,9.8,12.9,14.7,11,14.7,3.7,3.3,Low,22.019796298952805,High Poverty,4585,13.154497202696888,Low Degree Attainment,32.09008750537943,High,67.90991249462057,30.259647109453454,0.5508535360780377,0,0,0.040166404,1.2394204561755846,14.70664180175011,Low,28,85
"Lowndes County, Mississippi",37.1,58547,29678,26124,61,685,0,621,1378,27946,30601,33624,18204,3698,5472,574,10350,2382,2122,5845,3386,6283,2869,631,373,53687,10235,6624,8.8,7,12,9.3,10.1,15.5,12.6,14.5,5.7,4.5,Medium,17.481681384187063,Low Poverty,10156,17.34674705791928,Medium Degree Attainment,49.309102088920014,High,50.69089791107999,44.620561258476094,1.1700001708029446,0,0.10418979623208703,1.0606862862315747,2.3536645771773106,11.313987053136797,Low,28,87
"Madison County, Mississippi",38.4,109257,61696,41097,20,2964,39,1232,2209,52683,56574,59543,37704,4668,8025,841,10897,1675,2961,10454,5512,20780,9283,3693,2528,79105,10534,11628,3.4,3.1,5.9,7.8,11.9,15.1,13.3,16.2,9.2,14.3,High,9.641487501944955,Low Poverty,36284,33.20977145629113,High Degree Attainment,43.49561126518209,High,56.46869308145016,37.61498119113649,2.712869655948818,0.035695653367747604,0.018305463265511593,1.127616537155514,2.021838417675755,10.642796342568438,Low,28,89
"Marion County, Mississippi",40.3,24362,15581,7934,34,15,0,325,473,11794,12568,13392,7974,1831,2053,209,5104,1169,1045,2458,2149,1043,621,91,124,38399,5362,5170,7.3,8.9,16.1,12.2,18.2,11.9,10.5,8.7,3.4,2.9,Low,22.00968721779821,High Poverty,1879,7.712831458829323,Low Degree Attainment,36.043838765290204,High,63.956161234709796,32.567112716525735,0.061571299564896154,0,0.13956161234709794,1.3340448239060834,1.941548312946392,21.221574583367538,Medium,28,91
"Marshall County, Mississippi",41.9,33980,16200,15498,176,40,10,998,1058,16852,17128,19729,11384,2018,2763,605,7352,1604,1293,4331,1724,2062,935,105,213,51431,6181,6400,5.8,6.8,9.3,9.4,17.8,18.6,7.9,15,4.5,4.9,Low,18.190111830488522,Low Poverty,3315,9.755738669805767,Low Degree Attainment,52.29546792230724,High,47.67510300176575,45.60918187168923,0.11771630370806356,0.029429076,0.5179517363154796,2.9370217775161858,3.1135962330782814,18.83460859329017,Medium,28,93
"Monroe County, Mississippi",41.4,34168,23146,10324,9,94,0,0,595,16511,17657,18823,11253,2106,3061,412,7740,1809,1423,3122,2200,2478,923,357,47,51190,5557,4723,7.1,5.8,12.9,10,12.9,17,12,13.7,5.2,3.3,Low,16.263755560758604,Low Poverty,3805,11.136150784359634,Low Degree Attainment,32.25825333645516,High,67.74174666354483,30.215406228049634,0.27511121517209086,0,0.026340435,0,1.7413954577382347,13.822875204870053,Low,28,95
"Montgomery County, Mississippi",42,9803,5119,4513,0,0,0,45,126,4674,5129,5472,3164,793,1195,213,1496,444,322,1122,562,606,433,71,23,36845,2337,2048,11,9.3,12.6,14.3,17.8,11.4,8.5,7.4,3.7,4,Low,23.839640926247068,High Poverty,1133,11.557686422523718,Low Degree Attainment,47.78129144139549,High,52.21870855860451,46.036927471182295,0,0,0,0.45904315005610524,1.2853208201570947,20.891563806997855,Medium,28,97
"Neshoba County, Mississippi",37,28970,16755,6596,4631,172,17,214,585,13754,15216,15787,8510,1811,2985,320,4792,1296,1312,2901,1871,1356,1232,119,75,47400,7938,5149,7.8,7,13.4,11.4,12.1,15.6,12.6,13.4,4.2,2.5,Low,27.40075940628236,High Poverty,2782,9.603037625129444,Low Degree Attainment,42.105626510182944,High,57.83569209527097,22.768381083879877,0.5937176389368312,0.058681394546082156,15.985502243700381,0.7386952019330342,2.019330341732827,17.77355885398688,Medium,28,99
"Newton County, Mississippi",38.2,21275,12627,6680,694,101,0,706,467,10313,10962,11479,7205,1376,1930,312,3545,880,705,2285,2079,1354,727,24,101,49160,4803,4396,7.3,6.1,11.2,10.9,15.1,20.6,8.6,12.3,4.1,3.9,Low,22.575793184488838,High Poverty,2206,10.36897767,Low Degree Attainment,40.64864864864865,High,59.351351351351354,31.39835487661575,0.47473560517038776,0,3.2620446533490015,3.3184488836662753,2.1950646298472387,20.662749706227967,Medium,28,101
"Noxubee County, Mississippi",40.4,10261,2633,7552,41,0,0,17,18,4716,5545,5966,3222,657,841,104,2451,329,192,765,787,643,236,13,0,42298,2337,2466,12.5,8.7,10.4,11.3,15.4,21.8,7.4,9.4,2.7,0.4,Low,22.775557937822825,High Poverty,892,8.693109833349576,Low Degree Attainment,74.33973296949615,High,25.660267030503846,73.59906441867264,0,0,0.3995711918916285,0.16567586005262644,0.17542149887925154,24.03274534645746,Medium,28,103
"Oktibbeha County, Mississippi",25.4,51388,29026,18883,38,1599,32,201,1609,25696,25692,34299,19513,1959,2154,294,4511,1061,969,3310,2274,5842,3420,488,1843,42953,13133,5510,16.5,6.2,12.8,8.3,12.4,10.9,10.8,10.8,6.6,4.6,Low,25.556550167354246,High Poverty,11593,22.55974157390831,Medium Degree Attainment,43.45372460496614,High,56.48400404763758,36.74593290262318,3.1116213902078305,0.062271347396279285,0.073947225,0.39114190083287925,3.1310811862691676,10.72234762979684,Low,28,105
"Panola County, Mississippi",39.4,33157,15654,16465,39,104,138,61,696,15990,17167,18740,10569,1957,3230,193,5772,1354,1536,2906,3004,2175,783,555,37,47894,6712,5830,6.3,9.5,11.5,12.4,11.1,15.4,13.9,10.8,6.1,3.1,Low,20.24308592454082,High Poverty,3550,10.706638115631693,Low Degree Attainment,52.37204813463221,High,47.21175015833761,49.65768917573966,0.313659257,0.41620170703018966,0.11762222155201013,0.18397321832493893,2.0991042615435656,17.58301414482613,Medium,28,107
"Pearl River County, Mississippi",40.8,56351,46047,7035,381,241,4,692,1951,27679,28672,30295,17801,3750,4973,620,9901,3587,3434,6122,4371,4357,1461,166,174,54220,8663,11542,5.7,6.7,11.3,9.2,15.2,15.6,12.5,15.1,4,4.8,Medium,15.37328530105943,Low Poverty,6158,10.927933843232596,Low Degree Attainment,18.27829142339976,Medium,81.71461021099891,12.484250501322071,0.4276765274795478,0.007098366,0.6761193235257582,1.2280172490284114,3.462227822043974,20.482333942609714,Medium,28,109
"Perry County, Mississippi",42.3,11511,9253,1333,4,206,0,41,674,5766,5745,6171,3356,751,1602,176,2763,534,461,1382,679,528,286,21,0,48333,2304,3308,4.5,7.9,11.9,10.7,17.2,17.7,12.1,11,5.9,1.1,Low,20.01563721657545,High Poverty,835,7.2539310225002165,Low Degree Attainment,19.616019459647294,Medium,80.38398054035271,11.580227608374598,1.7895925636347843,0,0.03474937,0.35618104421857355,5.8552688732516724,28.737729128659545,High,28,111
